Species,month,wnv_density,spray_indicator,avg_temp,avg_dewpt,avg_wetbulb,tot_precip,avg_windspeed,WnvPresent
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,7,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,7,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS,6,7,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,1,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,0,1,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,0,1,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX RESTUANS,6,2,0,66.14516129032258,48.0,56.33870967741935,2.525,9.667741935483871,0
CULEX PIPIENS/RESTUANS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX SALINARIUS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,4,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,3,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,3,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,8,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,6,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,6,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,6,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,7,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,7,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,7,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,7,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,7,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,7,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS,6,7,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,4,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,4,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,4,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,5,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,2,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,1,1,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX RESTUANS,6,0,0,71.7258064516129,55.774193548387096,62.403225806451616,3.2449999999999997,8.603225806451613,0
CULEX PIPIENS/RESTUANS,6,8,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,4,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,4,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,8,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS,6,8,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,6,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,6,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,7,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,7,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,4,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,2,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,1,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS,6,1,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,4,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,0,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX RESTUANS,6,1,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,2,1,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,6,3,0,72.96774193548387,57.16129032258065,63.53225806451613,2.9575,8.83064516129032,0
CULEX PIPIENS/RESTUANS,7,8,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,8,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,4,1,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,3,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,3,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,8,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,8,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,6,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,6,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS,7,6,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,3,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,7,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,7,1,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,1,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,2,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,7,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,7,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX SALINARIUS,7,7,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,1,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,1,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX SALINARIUS,7,1,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX RESTUANS,7,0,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
CULEX PIPIENS/RESTUANS,7,1,0,72.03225806451613,56.435483870967744,62.83870967741935,2.775,8.719354838709675,0
